Quality,Angle,Distance
4,357.0915633678626,539.6333818215099
94,77.08495211581891,36.071365278397934
3,84.15317682800614,533.9037086932173
23,261.8002990227684,471.71499291459895
51,327.977071716667,667.5640582605893
100,272.69390676257535,472.0578492090086
97,63.396437170048216,134.29210112155988
31,315.57386196539966,545.3302168392621
96,170.6858908993663,884.0387143004187
35,327.20055820433504,653.2989157257939
95,249.14497035168662,794.3741200604956
37,213.6773181092508,18.959542963327912
97,358.60017827266296,629.3046754912734
36,67.40202063557308,157.65018130654417
83,149.70945720386413,378.5919973791775
81,140.90525556553865,514.3298822106112
4,210.3963515001908,568.6721089326685
83,102.78254337547905,402.39105332197147
88,214.02004302671384,25.158899140609535
9,104.68677358856277,712.1416793190084
37,229.24416088144622,276.4611228458047
54,313.92053719414827,296.07851769669423
93,18.075184358022955,401.828283335664
89,153.5401826451416,734.3344349459093

51,339.5596960139379,27.008826430525378
89,93.51621524462769,780.3927927822999
73,136.18500385335676,858.5924573371102
51,277.9221500188542,703.4067747727867
20,125.04574534337851,533.3593231538484
54,150.54546034176232,508.0088531502098
70,55.85550416201047,646.2772294275155
97,140.70412170614753,588.5688893329125
1,226.03197582633734,197.25319208180613
82,93.91556070404562,708.6337042576743
14,11.657042632326178,443.7542958278674
56,74.81878230525496,762.5740767141647
67,205.59790925042313,90.64323218299441
57,244.09269166151736,60.06978506966154
87,188.7633883573084,148.82888149782235
60,113.50692387045794,549.5531291005952
25,301.5270785225508,156.41901189507666
49,29.20512234636224,742.9972301751004
53,162.95710614775228,309.83182856125035
41,2.2001141981741412,357.47324170702746
52,218.29865845933108,195.0355924796222
75,355.9380794742927,571.3813571018206
43,182.30856153565304,684.6816353681494
7,201.05285793011677,872.2646272730417
56,83.03253286282981,270.7405969247421
85,20.209917765930633,351.52472692047644
28,120.4945268928279,749.4226368270389
12,207.38738538788022,124.58219014899186
21,172.18135303725973,186.48270985065707
15,335.77926307214886,791.5129756428516
47,191.0295249381516,511.30037952301467
45,113.31868426749911,454.89723412628655
18,306.1749211842085,283.21397687456783
50,10.717214451669488,918.2699214575324
91,139.45769021165245,450.0519644510308
15,275.0252312142397,903.0491881695677
64,85.20109330889878,807.4621070945443
86,229.02698888142305,950.5873886153595
79,20.17234269967973,770.4256675338038
99,88.94305082609888,0.46688192630062186
17,308.4774573471915,152.49421085869497
16,57.07497269079455,900.7552115236347
98,6.745513180015865,392.5669717674692
67,47.25236472649333,712.5685696815308
68,3.64149515795555,627.1941012479273
37,187.1875433216554,527.332898333336
67,139.90632021371212,319.6555131219336
7,71.03320654602109,961.9412768211225
34,224.75307126876342,810.8506277229203
25,220.01538463072814,318.3168693792389
15,32.56588976556242,688.9210411084922
62,346.79243892620076,466.3849093686436
16,170.14601758858626,185.82964136712656
61,286.51464629877864,41.11873287885581
85,275.36828414358445,360.370874240269
22,320.64051399900484,406.6132976191826
87,292.2351095903686,158.8425001524444
98,325.740295714558,64.20671531180678
49,208.46771956494507,801.8330169335921
91,217.07478813872748,70.28077416088985
71,46.694276931253874,542.5632127793864
30,312.48367045286585,42.320513868403964
0,41.17966587622887,356.4206888827556
16,180.12959361854826,77.50546248993328
92,20.21927198147115,137.45054195517613
41,151.64862782090324,683.6741076999929
19,256.6514615769856,479.6164011205553
83,293.6153964887797,465.67265667808823
15,67.70193312533624,818.7841811224829
71,49.132397024917275,897.1264330728317
23,322.51866291382044,953.9919101374986
79,7.585911720457381,794.0897777553947
0,306.32413074186087,722.5100865981835
69,254.73587124893726,744.0680267721856
18,6.171996836738374,420.4275358820203
1,25.227495704500686,524.9580135438626
18,163.91127339512872,987.4031139598806
78,348.156486382184,182.0567055779182
29,143.97640372637147,940.8284939317722
4,23.16189701293998,546.8802395807934
40,22.625698501934313,621.4300721176409
13,78.4667127965715,259.03630978495295
73,89.66218582010913,495.7138146377821
89,121.94063287333012,285.9609721556514
6,112.28413391978836,480.27732078916654
85,6.471457837279955,335.3791324519029
10,88.83064643232252,354.36316577319093
54,158.41949697043208,789.4134424373971
60,247.4027816765033,217.26970279701817
95,197.518919270336,235.55518061881043
47,186.01387537814168,976.0132588026952
57,333.2953571317301,144.00329939713308
32,358.6592173711118,10.976656257129846
43,72.0380964565491,337.4764463752574
41,299.14259790587425,403.49843776996653
31,8.277117126018073,57.631343857257214
45,32.10741605414676,915.6539347893166
84,72.73305212943448,250.77655948050148
83,30.599961374569094,801.3504324819224
75,349.21165363761804,847.1722922520405
79,243.3332462882587,218.52181415254122
13,112.35957338593657,95.174578140505
18,277.9561743472975,889.2601823200752
28,101.93001100952104,196.35995543058436
94,339.925294089683,114.66178564207785
90,148.0617097749504,807.0703614948314
85,96.31578396150113,903.0585165679579
59,16.086003194492775,356.8700590675593
16,142.80052694783228,713.5527764898595
0,341.78408131051634,847.5314815823023
46,317.6099781348935,61.81058056746957
14,346.68482146734345,754.5799512106981
5,164.87471197760237,473.2452047902259
28,96.60775000164838,303.92259924659857
70,199.7543506152204,331.81798685734066
84,107.73978746919016,64.10682180171034
28,61.50049805745162,158.5575516120882
70,193.7784838763208,965.1473598533781
58,5.107890375138342,880.9230014906661
98,269.69445676792276,99.93173283057078
29,238.4766848992324,110.29192652788045
59,52.169683859189476,834.532364352816
17,1.8371918177690727,485.6661582316694
11,83.87626602329276,34.87408682534821
88,47.42375817414903,361.9859897879255
94,24.442371789340726,7.184715270337816
4,62.867966861090814,569.5146352273858
43,162.22644208574437,96.94377917299835
61,114.5379817015534,329.36571129392564
14,162.11556907168963,16.931234014288087
10,184.47326582848947,909.5395609286812
59,92.11226848199244,567.7356774130623
35,165.95219146615582,802.7885772288669
36,60.014877732434336,246.81917652579875
91,9.019125903074979,589.0415829583796
68,274.7578597976966,233.22869729463613
10,240.61413066158516,529.5073327959815
31,247.92714897980298,201.37584203098768
70,161.36819966203115,298.12987060729256
45,219.08260847101474,483.2762959120085
51,346.1384011203835,35.99559122027651
81,293.55859926751066,403.2258960881975
45,227.53340263474766,252.9207657289678
64,259.23430041731643,9.827529861542118
42,200.84936380823024,458.80289877334957
56,217.500636372973,577.9203739307922
52,260.517780156111,902.6418719271377
97,287.2707920984029,756.9565530762281
6,10.172907693364364,907.0867167151229
98,128.16733472789608,912.1611645901498
53,189.31059928243508,395.5170997694389
51,2.328880265677573,476.2095830016808
8,218.81752875056603,769.4339625693362
56,130.55064829384855,785.0227166300343
83,281.437888100762,604.7339863925781
34,309.78641791751113,59.33701945452541
68,294.2622373731889,505.95213720293964
7,60.189667466588304,871.979321259609
58,305.07529797286804,136.01769116579143
18,260.431801690243,194.7819602052855
97,293.6694229323857,206.1206508378183
9,258.7338248869782,166.67724556381057
89,316.32645729885473,588.8739677560355
98,70.12056951059367,517.2353304724776
63,133.00101067730378,133.52471647239005
35,268.84317264280725,495.57023625661554
6,121.49908575335418,141.34418553185424
22,264.11349708023783,252.31237059468415
93,53.551352146886714,421.0997864718188
6,220.7879774200981,324.1244519893678
21,53.928673581675056,136.00832189172542
35,332.81447779045345,554.6609571621501
10,97.83673681161542,796.1201164832967
35,176.9649860205288,775.7574474986471
55,128.1209048371136,934.0565454769168
84,292.11426743428706,317.4184547432343
24,282.58010882187955,793.000995618822
36,326.3007249084456,880.7513712318779
23,289.95897654208414,434.7682301302112
46,85.04122161959077,684.7314181494402
72,314.1521511739881,491.29961331431736
63,67.6524738981097,52.783595527687964
68,128.79133147117665,9.526216703063417
49,207.33682222631822,166.08457508958386
0,173.46407531044503,686.9543941172182
38,86.01405482157199,340.46595431645954
20,245.51171076623675,291.77362297555555
11,141.95506190384768,623.275656423829
32,41.08621943171034,364.9916576709081
35,212.3190344126386,572.5003004787353
4,63.73517283579427,554.4474402926841
84,189.4473652298069,820.2334360864422
42,304.64132079593765,498.25335225410663
35,235.39052324074706,202.70618728374956
57,313.9031337760579,511.39184945678153
97,96.00184364474485,138.35727896454097
78,319.506355439696,425.47802393482425
22,103.4164091382052,27.24958032140956
62,286.6227113689619,152.4338570254621
86,170.46511958939737,144.6334917634401
53,153.74878075324858,49.83652263038818
75,114.66802593264433,953.3692790013661
66,314.7498580460781,803.8211496473015
8,143.25307637783376,521.3895965991866
8,157.42148570856006,433.7013098024332
10,94.35822461841396,801.9297221659232
72,249.04064828357153,377.26377609234686
99,25.737609925980024,139.98787758493648
96,115.53881685033517,20.477390864380716
81,302.7425818179949,127.80669258383104
20,356.61665967661895,112.44999034632264
15,105.83617547271022,703.2018654521056
91,324.72853325373836,633.9733796089328
70,270.5491943769576,737.2088511349152
35,153.55749424436263,960.9665897145692
69,237.60264238264597,982.41683113931
29,293.2975404004121,628.2332042620515
27,245.50128926863766,68.83437454886632
76,331.29314672291144,540.3990404427411
75,190.28513208920322,53.9121818711642
96,336.42620265414416,398.51041931980404
12,248.2241660164957,527.4071655104674
22,75.33113101478853,205.29159355116266
71,331.13396171759365,375.4974775219615
88,177.35863741296887,78.96253858058478
62,217.99667035556465,768.3916921714427
6,237.92930836587584,969.0016085067452
95,125.53673081209404,154.19176557873772
9,175.49775277402796,569.0709882986354
40,346.24089519753045,579.2062259244987
50,198.0855587213799,245.2376882912436
89,164.72330019132943,3.2663432814690196
74,209.33646065300812,658.4782866963222
41,197.8469652924036,77.16233878327239
16,213.6990401437846,622.790551976684
70,315.2412862225862,372.19122629945514
76,204.11951388882574,239.9837214091366
31,69.21323113204022,210.3211784299175
14,159.11374067812744,597.7313983145648
88,320.3132757373298,933.0673447708473
94,195.7339907734105,354.42047541626175
67,37.93970401590628,636.2231173551119
68,29.20700530542755,212.41402514409202
40,240.98935135656987,202.6182700094481
65,239.85968090259792,854.5878958945246
80,303.22355730903195,284.4242009491532
33,294.2560492504432,845.5508914713931
0,2.838218191288444,14.716584444092295
83,268.29039171510374,940.2970332330909
74,19.91311423688355,277.9988367274585
50,304.3589415561234,584.1564905301735
86,5.7078445265993905,306.67494837220676
79,256.095147268982,187.93363821036735
48,292.83969770831317,686.069070568009
34,76.04676507752632,884.9596390126221
88,223.60584996628546,841.2515188337443
47,309.75565196334986,880.7671247168727
13,220.7576964017913,775.670556071822
74,1.1460531370329674,768.6788881110426
61,344.29246432891784,234.34100095723454
35,177.27163947569412,950.0032961266733
14,11.798391593217525,102.02650924183332
18,207.01060964874245,40.28060203134021
62,319.4200560579794,402.39946519246075
42,66.52634300515038,137.22066011783406
98,255.4415407547454,895.8123384587893
87,284.9704268071294,675.32675578463
78,207.68458684873994,366.50770453798253
68,92.4606880409933,959.995619755664
59,315.1527836259334,251.43793172763395
24,318.6680424470025,611.0042789107739
94,106.55077399350904,971.7820588502723
68,64.09011608491457,755.9040952197566
83,356.1119929129602,217.99472547931043
4,56.80543857872793,395.38590537450193
76,5.22404238515048,521.1340207716214
33,217.1591931846039,994.0896130329878
90,288.89519262050743,785.2332684007414
6,215.6059244371518,563.097908017695
48,287.92376315566935,22.87577085872683
0,230.6515122102499,13.417684647184846
2,288.81357657019663,110.52546810115894
88,146.7382564062358,811.751555356118
71,108.22655908527574,26.944270429515637
26,145.9633907905067,508.73188627911645
61,232.01725194815478,131.49324645291938
58,2.4881280064734934,160.4465596384952
58,85.56063330929629,827.3923973289901
94,26.828774036828808,170.74898600121557
72,97.47760512299561,495.21585353260144
57,139.77446270298682,814.9431059637799
7,12.647994838794423,509.3254048963127
16,309.7777748939153,940.7719666576869
17,357.58441447716365,627.3161275268628
64,25.96042318162311,658.9993672354918
73,24.02311056115234,12.189941561720708
43,233.01561967704012,352.87387728838485
38,250.24061968308942,329.4821238825374
100,160.8872637137507,731.3135088972722
19,93.80861715135231,125.61283624259379
87,86.78420685542571,910.6255947232115
81,123.75246404357758,509.7682798344968
17,82.73966682839806,29.221951239672748
94,16.344098750114043,255.736844850586
64,114.84480417742198,752.9051958253061
8,191.5162896900484,21.618684535269384
31,193.94226408136333,432.4876487294491
35,176.24136335746624,954.7112808724701
91,70.70120151423912,692.0058941220087
60,246.42568126735577,514.7842138372379
82,212.23351566131961,750.6521870558745
33,322.3104047105985,170.02412226547125
30,254.8771154823578,915.7847937947761
30,105.4742696268957,761.0889647040842
27,33.89506725054085,719.2361579665098
5,173.97520874616862,157.55466807654318
60,219.24327522052747,460.46816806929
18,332.08160560557866,978.1998899337857
81,24.811673303366252,574.7051919889684
38,288.6871185070459,489.6412816616437
36,47.52891527092778,321.0827623153968
11,353.33726130605385,858.9960405968075
7,0.2469433890224737,817.3409353303915
41,31.99476562515652,720.3527011973516
65,107.48978103853423,134.09632024429786
44,172.14377206804542,766.3792608727537
67,359.8209651962264,340.713795944124
4,149.5967832590927,13.046737569804346
64,40.77877864205703,136.73090513356036
48,37.022793209718,543.2729608723333
10,42.41737008103249,790.9723872821584
18,229.95190695541731,304.8580200884766
25,272.9071005748908,703.5729023856479
58,223.86509574856782,814.5674446581946
23,171.24433058199028,143.16290577681534
44,275.9400193758698,768.2730772022159
24,148.72889522777163,716.8911570365525
4,305.6836781279256,498.98031786729445
88,77.47567085685087,839.6364186220068
60,283.40371290023535,688.5213226742841
9,292.16937121715216,858.5571792633581
94,316.4576617615449,922.2016979355805
25,264.8842168762137,787.0323960898902
22,169.1433358757499,560.8742293380279
72,91.37695991928604,545.7981876382071
52,311.40868451606286,657.9084780403672
87,8.446174766942733,687.4488302742218
38,57.02203825116985,466.4012907239795
14,284.1585774868999,0.3667896812004079
54,57.79894773337696,427.911424411457
93,186.2437309114718,485.66976863241086
51,242.26130312737666,517.2476523015541
99,114.58953717817755,532.2988972308491
97,204.98579349560654,570.0402545497053
36,75.24294233009563,637.8233772079079
98,104.95830749470457,103.22606854085103
96,114.80078305324069,851.4122551575553
31,346.76191070357874,610.7983536513801
61,280.3111245959582,830.0447647345982
4,94.55338181650231,829.6553897403768
36,180.1254045637325,930.3924763118539
67,259.31742110495344,308.24509732660334
77,190.62313685051365,355.63440385129184
68,41.385242146891635,546.2874828477762
69,318.85761667510246,640.7748701928276
21,11.518391079208055,879.769932933798
6,165.01631936680855,494.1006483668563
75,290.2711027760441,961.9663393306896
53,182.14436656350088,665.3370453548497
1,320.4345913361785,477.382199651432
70,86.79650805462333,738.551424880542
59,169.58322395129986,453.05757840156093
32,128.57948821180565,675.4666167843791
6,303.6283823301667,177.92260740941035
49,258.80860957452035,292.1042463476898
64,167.15299603366262,925.6866353467619
22,8.13867099446183,875.9443545094972
95,238.42381455982107,734.6958672651346
26,270.80458850562513,507.4566829625419
56,200.21374026243177,736.5365368923478
29,351.06148035952737,840.6962124998016
50,72.54057081809135,671.3177336832142
11,83.65706857807798,351.9254949161229
77,359.363288978086,556.3798562285479
22,60.9838256310781,614.3321747767468
35,151.24342692320744,21.671215125911413
33,149.7528987479554,75.37483635333808
22,353.24611615540704,351.83469283682956
22,122.01624157977325,637.939137748448
61,276.0629743777929,673.9317898209385
22,255.17031943060354,522.4647548278975
20,200.20713806417982,619.0168133519306
78,178.77030979038324,79.96492558139623
80,3.755991554299287,533.6703934706118
53,179.4292531606741,415.4608843530079
28,137.69388750307817,155.79193984091845
30,192.5847700117108,179.2911307775925
78,111.23016418128424,216.34837747732638
45,282.5857403182487,969.1065928792955
48,71.70255360113528,195.48701014530778
99,284.04235286941895,538.6642009227019
72,132.930026813067,958.3997749271754
86,163.98285866647603,651.0436660168639
70,160.70710068387902,16.55791985127564
80,48.20249090429081,925.8801186047823
50,129.72509578627873,292.4825709303064
52,248.67677145134982,658.9242845212375
31,192.76438883292184,973.1170622098116
32,303.861527444723,382.62959108415185
64,297.6230168772013,486.39210879612205
95,296.5366356313652,258.0881112233832
50,331.4050531423773,219.5641465290531
15,14.266020314546019,16.837046917640652
45,43.604293987621574,59.671524500506834
11,266.3059269042907,972.5104773698533
93,144.97834479747024,205.0444514424683
22,176.7879847405099,945.6802365412879
70,280.78808769849104,870.7469154822518
10,355.89949288770106,354.3711632734955
80,295.68993764584866,870.5704919900472
4,33.30463724441671,501.2719232864561
92,190.72657729895212,150.43789400882756
68,79.31340984176425,41.4294624399919
14,134.8965025949847,229.2188136330686
4,59.63295950084383,12.122052462362976
76,27.682423837569857,155.46988261463767
24,56.84910112083507,899.5667988603394
83,260.1146766262154,490.547831585712
71,21.374842122306305,464.2439227086935
50,320.1671515721396,687.1839719639362
90,239.07643286677143,841.8809373098138
90,296.94617135440814,455.932911615708

15,29.29585069421622,139.94712080117367
38,326.80605125151374,754.5743720095232
86,222.98689066167904,360.46895189195396
75,133.86292617117985,419.35081135129946
33,34.150920561693454,445.2759979194193
76,123.78757697963192,115.35371701219444
92,84.00011609080676,771.3883544095683
51,237.208037146514,903.7424541230564
82,63.82771310078914,70.44720139363359
5,225.7927544160303,479.7986687760203
34,263.3744845374986,441.6637810428774
52,104.41794709297949,916.210771962101
14,83.65805918491819,13.652216746883884
65,181.82582729947836,130.4043525086074
75,2.668056620449981,333.95305347706915
25,163.62951947432495,737.5620072860896
52,107.74795558208474,749.7531454355126
95,142.57067719324397,675.0249807982466
92,47.13623123955791,549.2101576477983
20,343.4115327562112,900.6733745610094
96,2.418661248806724,510.1074434585774
5,29.093476764600027,639.9498667210139
28,224.2626452906896,29.070730098178842
48,37.41190939941366,100.9387363824995
94,340.8008342773546,693.4036944033066
37,298.8878382683631,265.71172442913496
32,218.22834952449256,538.4741685387157
43,221.735118047837,277.25211815998676
10,268.7243889238841,805.8361819375112
10,323.9982320472995,336.1150663660921
38,98.0158564514006,93.03599187073874
9,315.989828299851,931.0537107603338
11,64.55815686701266,200.22505943588052
25,255.52489439034244,625.4503455952336
90,14.90365509684532,696.556534273549
37,21.05519226874633,526.1658972668006
78,313.79644565457477,152.96111438907957
48,253.02634925029983,269.2708543182032
93,299.63810265979686,699.5206149576514
57,2.4710178877547584,872.567307478286
56,80.13692590574873,149.79005218829457
68,203.3619055541488,941.9839209687472
47,193.2694796241615,303.1704765577774
6,183.26886201471558,65.76261228728642
48,188.03513096335055,793.7350891250983
17,137.7933221176224,139.21748809256118
68,267.97687675230895,988.6106773459765
56,346.19843387313995,97.7592280604439
49,233.74501492086728,700.1814385356283
47,294.07940231745994,228.57376783449612
41,334.7080948305554,312.0985308444939
21,42.82385215217603,162.11511031275683
78,230.40625341795933,530.9698084831592
5,356.1453277941473,84.81103625181507
4,259.27628906593526,12.898557436878066
27,338.91635736107736,292.1012668720178
12,72.05072966686285,166.86586644722757
11,99.80984820041813,103.7308407187335
0,109.94687043730069,458.4750474299956
66,11.252127150870447,999.5339497030194
44,183.01984897942756,945.9550343866267
88,176.1655115461802,420.57301184287155
65,356.4445935041819,201.04679604656405
4,14.1127753658869,545.1853260093064
55,271.1589801664779,798.8582774894691
17,143.63731581227617,57.93506561810402
0,243.73826323843963,302.0268912832034
15,342.40199529682906,122.06709402574178
56,275.1501209759652,945.9977414813188
16,23.609146611687382,163.95681016159136
58,316.3703326746827,582.5165093872665
61,5.279078054404431,978.2394739081135
33,56.07333699042648,479.0249311229799
98,89.68018890873124,15.214607602211494
77,233.3260297492125,589.5768199818576
23,310.4811403279995,320.2354822735187
54,223.74584639028092,41.03532528967857
76,197.665734543531,758.3751296082829
10,180.73477750345984,259.7637060024882
42,83.19457322565759,980.266859159078
12,255.69756022620308,156.16717942806557
73,357.9028232210685,450.1209179374802
80,118.53740494623217,273.4767940849051
24,54.97573611587893,518.6568599266797
75,322.37717772373395,877.7973733893732
80,273.18625357558204,79.55554458301928
92,321.44679662907794,938.3739237431804
65,208.41321376879836,552.2936765651215
63,20.911328074441236,472.67819310193727
29,177.27397900707197,810.3226244839893
96,111.484495258639,310.2336828491126
88,358.15579032642563,308.2570573304716
52,48.29995636810962,885.419501687128
21,266.15680476554644,165.01946387338728
70,203.4930216375752,564.3070138464728
25,227.20427117504846,730.2456984926072
49,341.03701653156406,850.9930007087113
80,265.92610964410335,271.2966724947697
78,299.2713249406705,205.07821298796625
34,340.3280859959902,715.0764842676697
63,204.96912997936855,673.1248693151707
68,164.7240463590096,825.200393571276
13,347.5037052972153,395.19209439010064
37,231.831666250411,17.165488330038393
83,191.32223651431676,575.0007476109639
71,4.1105847113817795,354.19070471161143
90,3.683107600899538,365.893295471967
18,176.95857330966413,524.423999947769
92,329.05651625186243,606.3169590759073
24,171.84440946955468,841.2883420864651
61,234.69905217992152,333.93268915116334
62,293.7318153678488,905.5125577538178
59,184.31125517772367,38.09157715030298
25,277.57828827128185,519.6741995365154
15,122.18717347489296,555.4958901337891
70,93.19968434197982,521.5711656747717
58,139.98136302577862,603.7151175733636
76,32.989190396091345,349.79311037517755
36,89.66100200108067,903.4896032212001
70,241.22300050577124,909.3604237289661
91,269.491295920323,378.47185535710173
86,120.4555900445059,297.2842736821918
12,271.33970591874333,1.4159140265815884
68,9.329515573190704,774.2046415449996
31,198.28149481028083,527.8012667810699
82,169.61213507023524,331.030445800085
49,172.83271935398062,876.479410341721
59,307.84335777468857,572.9874645653005
97,46.90732402494494,146.01460733944072
50,58.633536855789444,60.32231820134493
49,344.10500376723644,603.5235532190932
33,195.20893154379897,393.4199417308278
85,5.9628454803403885,578.3496392968
28,103.64767853854083,676.1831989367132
33,80.9228036851384,970.8935407421745
44,245.53665646746035,479.3996258834127
35,93.0635719312946,866.3865818161746
18,15.443011437963987,687.4470846369016
64,218.9940910726944,258.8219973905863
26,255.2384222556651,840.6190520749178
56,56.44837727134934,767.1259337935554

85,133.89948189419434,157.94716018768284
33,235.1708831890312,409.7709996607146
41,155.85069621131055,672.8058739140953
52,124.10092998009351,782.6412403560519
68,106.38160055956871,979.2644796485077
19,213.1351419334821,101.17316378654195
56,71.52328490007794,172.05153572479747
62,357.40078830225855,237.92135810908732
3,255.736850717094,762.8562881254751
70,82.77775494157042,649.4080382685645
77,126.6524350276413,831.9762900484667
92,304.32116945857587,292.12131026193487
84,49.904167672215465,714.3421564533795
13,308.45272190279746,608.2293605374372
27,221.13167053012697,669.5017711923867
44,164.48336623129734,90.92618996687696
56,43.90846877495677,541.8235701012889
19,50.550042010620174,441.13407812171033
90,343.1733382814926,238.5688692529485
65,78.90863385611623,72.44047892617856
39,279.18612576933646,443.7635216223994
97,76.22609543374192,19.801077156342608
58,294.45010236182435,470.3192259179249
4,22.805833438204772,177.6141009504323
69,5.707941490117325,362.66612283904544
90,235.1707370921155,742.2451951931316
63,96.31515905277084,663.2578991778005
62,243.41210328602548,557.1017801731488
64,47.19078064391615,618.1483151052938
76,258.11987029633053,458.3952011893347
91,199.9740708462194,617.3757680733027
15,55.943495503415406,468.7083241843095
72,54.71332267939549,30.64506955248103
59,217.85491769102492,468.03880657461673
29,170.13067182998273,438.05446046306594
64,106.42756390188796,832.0250377362971
31,351.8092734113577,792.7972772491887
52,193.14325805199275,764.3283261705529
1,163.97146505343613,358.65496271105036
42,16.36385727586578,277.9714883366975
56,323.7979454048739,828.4424955616728
26,197.45229014757294,957.0182547036552
96,290.0289064058821,370.4769164334588
54,49.7436034545103,742.0269271405201
95,253.5047631469719,418.64234084844685
17,259.449320111625,544.5875775744197
19,24.264945201276493,279.1450207425452
66,224.49263930755257,926.9761668900354
16,55.0552152194274,875.9181198547221
34,166.49724190905653,89.2454924331939
49,111.41581727217098,677.5680004061256
31,141.26452556456505,636.3503512932662
27,94.87842677061967,604.2935135024335
3,102.59616255932039,747.4206477014534
40,268.5421504264138,42.962962310199025
87,67.39214480330288,285.49208282612227
55,242.6544982883597,665.1840472325046
37,270.68403806221545,558.577073337852
45,346.38004299635884,980.0933841647221
72,288.63297110301636,777.05970462426
24,253.53022295191926,587.0590144819021
37,253.6193541782029,531.5198769930142
68,143.43456404403622,19.34052034742173
49,259.01349527733237,812.5484212872343
70,88.54695084274569,942.7417137448911
94,217.02932657151524,806.207379243385
78,259.65816784095733,903.2860961855083
100,121.0769596134331,205.46097021524668
41,145.8758400817025,457.51296981223356
77,77.07591832265881,604.0486247627545
69,197.81244798499154,308.6999028289473
67,219.74487816825734,581.5650521811109
74,228.6836728130665,933.2121648870352
26,193.3280871786801,941.3209021190862

4,178.90054100250046,891.4169772416997
94,44.2672683958194,884.8732575302812
28,63.66958715292804,778.6644094611945

9,307.5120090747213,747.0682418523293

56,210.16874733741392,174.48962421457247
17,330.8761599635593,455.67824623069043
7,219.39827354809577,53.53465672407487
34,346.26185448846945,287.83947916706035
5,62.64459170425144,545.132857299971
62,107.86713563681964,486.90555102665644
11,322.97447865734756,626.9371097080111
67,323.9074441565705,114.06882580587686
7,280.28093166466243,75.8648317919387
78,133.61399717206933,448.34532610127707
41,338.6705105599955,618.4041731573743
80,260.7038158441198,497.6279167354125
88,67.72027151258261,851.6614490281631
52,222.9470093868731,635.246311085262
4,215.14738183534487,278.0820705185779
87,159.10046192829128,666.4008772364847
60,172.53095805787999,374.5677461092205
9,122.95998853590326,91.85445451630581
99,44.7173089501421,77.03182434706358
11,63.823013610646704,518.0310546390981
67,267.50854144337745,926.3226704981164
4,326.1596307382119,866.5192132119063
98,24.292381685600315,967.8464568384971
76,355.50834605440895,640.0619084554368
39,105.23469963373883,913.4776832006821
15,153.7382998391912,981.9142971781469
30,250.43585069388902,132.18789323040346
27,120.77955760412159,392.5667997139998
74,247.87791816130434,241.77770315847113
49,285.10065217703436,486.04427043098576
64,50.75958760019566,242.93728923715173
17,174.6048041039592,393.4999900028825
4,320.7093220166528,425.89516309807806
77,53.201164992611744,649.4350845381153
69,332.9509108843793,612.1101955879974
52,183.78730142634922,764.038823844387
74,168.4520788619277,674.0243020258765
28,69.88173191172604,878.7758175941912
65,85.90909004717894,487.71996877070825
32,39.441417005023226,638.8378619313224
1,172.50835396787258,693.2460787124436
25,140.708482941899,206.47461963382375
83,259.92573106661547,470.55641415610614
21,250.34059308344357,338.9026595007004
93,309.0544341214872,21.889362456641635
30,358.94254926140576,691.3537643949412
100,100.68734508134189,556.8212807983575
31,238.89240964749325,273.2318313292712
3,26.796599779209025,229.0705201030996
89,134.67880997966202,331.68975180427094
23,323.50203592544995,413.56106006339166
45,292.83827659018607,389.3059930377174
22,153.4783210955588,142.01002024492527
81,106.20512812800658,819.3782274340161
13,253.38784665629444,282.4469968153676
55,5.914531110081529,641.20076092043
77,182.79555631306422,137.72816315713686
56,171.0595908165077,938.9105059491825
36,29.851125326758687,301.86767711624765
19,220.1011409108427,468.67713116010026
12,186.38180318838812,475.99864129770907
99,179.67315111828023,393.866732427643
44,334.5458236161275,427.07815078158853
48,233.88708246598475,157.0289341011929
6,268.11964520550987,13.152553007873657
22,245.0611993961519,59.902417972055865
4,95.4255685338735,704.0142901022159
65,222.1301055266019,303.25177166337716
59,47.70575617468396,267.69043838774576
52,71.37391712204047,696.5142865140782
85,144.8523915778844,835.924937420448
64,358.2259434034323,189.16593148770988
70,340.69677978706454,829.5973324703049
79,226.00480198637013,588.5181369495737
30,189.9104577974981,950.5586837083273
80,336.20196348285305,428.1191925805376
28,104.89669968234136,489.39401605590336
7,43.12565155611457,682.007062264239
86,330.7491681005768,876.7292700184655
88,59.71700901199616,890.7981383975974
88,291.50124477823516,326.8467743728304
79,134.20042844314904,36.88154608844696
12,141.33443558296756,762.5226710124614
13,146.27505229171413,313.3374882691474
70,297.9337068108528,41.83059200555572
29,291.3250773899549,170.49383585890854
64,49.768281432634616,351.8623875398927
0,191.08596680410872,418.8913348477633
73,201.73042751718174,551.8959618653839
69,223.6210635451049,774.970702613221
35,214.93780903718192,296.9196362042028
57,316.04759601793603,158.74398901589026
24,291.1947850924737,932.0866180787725
12,32.84721956744595,145.66123584805723
98,269.462222429361,803.9055550361328
55,300.96178615140855,831.3109661007093
4,86.2260791126,830.6689549911222
50,106.036860736855,727.5310210418926
42,273.9822436254073,295.6681111218463
60,11.91521626202257,830.1446590254737
46,29.82072859076799,124.87102029435759
74,174.12526603011722,157.92939038929154
6,343.4582890570279,165.09626683806533
63,66.19558715799035,516.3176573525582
31,260.7093722946169,499.04166313870644
